2test_id,algorithm,time,n_size
201,insertion sort,7782507,49997
202,insertion sort,7767181,49997
203,insertion sort,7789406,49997
204,insertion sort,7803608,49997
205,insertion sort,7779658,49997
206,insertion sort,7786961,49997
207,insertion sort,7741901,49997
208,insertion sort,7762394,49997
209,insertion sort,7877007,49997
210,insertion sort,7777072,49997
211,insertion sort,7767518,49997
212,insertion sort,7753593,49997
213,insertion sort,7746998,49997
214,insertion sort,7791856,49997
215,insertion sort,7732861,49997
216,insertion sort,7725671,49997
217,insertion sort,7742141,49997
218,insertion sort,7705733,49997
219,insertion sort,7738534,49997
220,insertion sort,7743976,49997
221,insertion sort,7745124,49997
222,insertion sort,7804294,49997
223,insertion sort,8675124,49997
224,insertion sort,8272692,49997
225,insertion sort,7794374,49997
226,insertion sort,7747739,49997
227,insertion sort,7893202,49997
228,insertion sort,7951730,49997
229,insertion sort,7749648,49997
230,insertion sort,7759061,49997
231,insertion sort,7808454,49997
232,insertion sort,8083884,49997
233,insertion sort,7814067,49997
234,insertion sort,7736058,49997
235,insertion sort,8002752,49997
236,insertion sort,7806319,49997
237,insertion sort,7885234,49997
238,insertion sort,7729012,49997
239,insertion sort,7895811,49997
240,insertion sort,7800980,49997
241,insertion sort,7744005,49997
242,insertion sort,8212943,49997
243,insertion sort,7802119,49997
244,insertion sort,7754725,49997
245,insertion sort,7757095,49997
246,insertion sort,7845317,49997
247,insertion sort,7824011,49997
248,insertion sort,7766501,49997
249,insertion sort,7708597,49997
250,insertion sort,7700890,49997
251,insertion sort,7717360,49997
252,insertion sort,7739797,49997
253,insertion sort,7986087,49997
254,insertion sort,7960113,49997
255,insertion sort,7817823,49997
256,insertion sort,7839475,49997
257,insertion sort,7901790,49997
258,insertion sort,7806469,49997
259,insertion sort,7886245,49997
260,insertion sort,7776839,49997
261,insertion sort,7791694,49997
262,insertion sort,7896298,49997
263,insertion sort,7793503,49997
264,insertion sort,7862137,49997
265,insertion sort,7761856,49997
266,insertion sort,7749386,49997
267,insertion sort,7757976,49997
268,insertion sort,7723409,49997
269,insertion sort,7720300,49997
270,insertion sort,7735613,49997
271,insertion sort,7750724,49997
272,insertion sort,7857691,49997
273,insertion sort,7905446,49997
274,insertion sort,7852475,49997
275,insertion sort,7868993,49997
276,insertion sort,7754488,49997
277,insertion sort,7833969,49997
278,insertion sort,7847681,49997
279,insertion sort,7775646,49997
280,insertion sort,7886485,49997
281,insertion sort,7990411,49997
282,insertion sort,7849874,49997
283,insertion sort,7841238,49997
284,insertion sort,7778491,49997
285,insertion sort,7806407,49997
286,insertion sort,7826931,49997
287,insertion sort,7765848,49997
288,insertion sort,7785527,49997
289,insertion sort,7778711,49997
290,insertion sort,7849197,49997
291,insertion sort,7771281,49997
292,insertion sort,8420210,49997
293,insertion sort,7913247,49997
294,insertion sort,7848602,49997
295,insertion sort,7852083,49997
296,insertion sort,7789885,49997
297,insertion sort,7797939,49997
298,insertion sort,7781968,49997
299,insertion sort,7885957,49997
300,insertion sort,8016480,49997
301,insertion sort,7827649,49997
302,insertion sort,7806790,49997
303,insertion sort,7847129,49997
304,insertion sort,8021101,49997
305,insertion sort,7779827,49997
306,insertion sort,7741727,49997
307,insertion sort,7735333,49997
308,insertion sort,7738424,49997
309,insertion sort,7732362,49997
310,insertion sort,7743481,49997
311,insertion sort,7744716,49997
312,insertion sort,7738507,49997
313,insertion sort,7752876,49997
314,insertion sort,7745225,49997
315,insertion sort,7752498,49997
316,insertion sort,7837749,49997
317,insertion sort,7993535,49997
318,insertion sort,7875670,49997
319,insertion sort,7897713,49997
320,insertion sort,7891929,49997
321,insertion sort,7846102,49997
322,insertion sort,7822945,49997
323,insertion sort,7824591,49997
324,insertion sort,7882234,49997
325,insertion sort,7795799,49997
326,insertion sort,7736884,49997
327,insertion sort,7789759,49997
328,insertion sort,7761072,49997
329,insertion sort,7757166,49997
330,insertion sort,7718825,49997
331,insertion sort,8178545,49997
332,insertion sort,9135881,49997
333,insertion sort,7965941,49997
334,insertion sort,7886273,49997
335,insertion sort,7747676,49997
336,insertion sort,7807359,49997
337,insertion sort,7876168,49997
338,insertion sort,7780367,49997
339,insertion sort,7868900,49997
340,insertion sort,7979690,49997
341,insertion sort,8057398,49997
342,insertion sort,7880674,49997
343,insertion sort,7855420,49997
344,insertion sort,7916763,49997
345,insertion sort,7964736,49997
346,insertion sort,7886137,49997
347,insertion sort,7763674,49997
348,insertion sort,7830455,49997
349,insertion sort,7836113,49997
350,insertion sort,8029524,49997
351,insertion sort,7839372,49997
352,insertion sort,7888145,49997
353,insertion sort,7941259,49997
354,insertion sort,7966646,49997
355,insertion sort,7830333,49997
356,insertion sort,7993973,49997
357,insertion sort,7865502,49997
358,insertion sort,7891021,49997
359,insertion sort,7905330,49997
360,insertion sort,7886033,49997
361,insertion sort,7820273,49997
362,insertion sort,7870491,49997
363,insertion sort,7964971,49997
364,insertion sort,8129331,49997
365,insertion sort,7882013,49997
366,insertion sort,7811978,49997
367,insertion sort,7901672,49997
368,insertion sort,7980068,49997
369,insertion sort,8206060,49997
370,insertion sort,7843275,49997
371,insertion sort,7799490,49997
372,insertion sort,7866098,49997
373,insertion sort,7857848,49997
374,insertion sort,7865755,49997
375,insertion sort,7968307,49997
376,insertion sort,7947201,49997
377,insertion sort,7920979,49997
378,insertion sort,7940258,49997
379,insertion sort,7840680,49997
380,insertion sort,7945668,49997
381,insertion sort,7802584,49997
382,insertion sort,7816581,49997
383,insertion sort,7803369,49997
384,insertion sort,7759584,49997
385,insertion sort,7884652,49997
386,insertion sort,7858167,49997
387,insertion sort,7787375,49997
388,insertion sort,7936524,49997
389,insertion sort,7815673,49997
390,insertion sort,7762725,49997
391,insertion sort,7830105,49997
392,insertion sort,7743819,49997
393,insertion sort,7763024,49997
394,insertion sort,7780308,49997
395,insertion sort,7802379,49997
396,insertion sort,7794751,49997
397,insertion sort,7807536,49997
398,insertion sort,7869003,49997
399,insertion sort,7913227,49997
400,insertion sort,7867884,49997
401,insertion sort,7830595,49997
402,insertion sort,7769430,49997
403,insertion sort,7900703,49997
404,insertion sort,7853526,49997
405,insertion sort,7949545,49997
406,insertion sort,7830632,49997
407,insertion sort,7834843,49997
408,insertion sort,7806656,49997
409,insertion sort,7813868,49997
410,insertion sort,7814517,49997
411,insertion sort,7802869,49997
412,insertion sort,7880513,49997
413,insertion sort,7796414,49997
414,insertion sort,7831425,49997
415,insertion sort,7804758,49997
416,insertion sort,7930924,49997
417,insertion sort,7780274,49997
418,insertion sort,7784372,49997
419,insertion sort,7904584,49997
420,insertion sort,8089356,49997
421,insertion sort,8083509,49997
422,insertion sort,7869204,49997
423,insertion sort,8020698,49997
424,insertion sort,8023637,49997
425,insertion sort,8009802,49997
426,insertion sort,7818963,49997
427,insertion sort,7883787,49997
428,insertion sort,8009241,49997
429,insertion sort,7763965,49997
430,insertion sort,7774306,49997
431,insertion sort,7835057,49997
432,insertion sort,7782650,49997
433,insertion sort,7772954,49997
434,insertion sort,7809475,49997
435,insertion sort,7747867,49997
436,insertion sort,7981562,49997
437,insertion sort,7802890,49997
438,insertion sort,7785492,49997
439,insertion sort,7959322,49997
440,insertion sort,8085130,49997
441,insertion sort,7909120,49997
442,insertion sort,7820464,49997
443,insertion sort,7800969,49997
444,insertion sort,7954080,49997
445,insertion sort,7846363,49997
446,insertion sort,7824967,49997
447,insertion sort,7786960,49997
448,insertion sort,7905000,49997
449,insertion sort,7900316,49997
450,insertion sort,7796494,49997
451,insertion sort,7865433,49997
452,insertion sort,7823840,49997
453,insertion sort,7906127,49997
454,insertion sort,7993149,49997
455,insertion sort,8019336,49997
456,insertion sort,7841017,49997
457,insertion sort,7769876,49997
458,insertion sort,7767393,49997
459,insertion sort,7859098,49997
460,insertion sort,7797145,49997
461,insertion sort,7762307,49997
462,insertion sort,7797013,49997
463,insertion sort,7858404,49997
464,insertion sort,7824664,49997
465,insertion sort,7776727,49997
466,insertion sort,7816079,49997
467,insertion sort,7961365,49997
468,insertion sort,8036051,49997
469,insertion sort,7948882,49997
470,insertion sort,7915330,49997
471,insertion sort,7927561,49997
472,insertion sort,7803337,49997
473,insertion sort,7825986,49997
474,insertion sort,7863608,49997
475,insertion sort,8217565,49997
476,insertion sort,7825627,49997
477,insertion sort,7829400,49997
478,insertion sort,7817186,49997
479,insertion sort,7924197,49997
480,insertion sort,7811029,49997
481,insertion sort,7797669,49997
482,insertion sort,7855754,49997
483,insertion sort,7831202,49997
484,insertion sort,7850572,49997
485,insertion sort,7786054,49997
486,insertion sort,7915239,49997
487,insertion sort,7791388,49997
488,insertion sort,7788555,49997
489,insertion sort,7763525,49997
490,insertion sort,7775410,49997
491,insertion sort,7862530,49997
492,insertion sort,7953179,49997
493,insertion sort,7879151,49997
494,insertion sort,7861419,49997
495,insertion sort,7919415,49997
496,insertion sort,7777129,49997
497,insertion sort,7795324,49997
498,insertion sort,7753755,49997
499,insertion sort,7762644,49997
500,insertion sort,7759184,49997
501,insertion sort,7750728,49997
502,insertion sort,7793387,49997
503,insertion sort,7763169,49997
504,insertion sort,7760750,49997
505,insertion sort,7830943,49997
506,insertion sort,7729260,49997
507,insertion sort,7758039,49997
508,insertion sort,7789193,49997
509,insertion sort,7926082,49997
510,insertion sort,7848429,49997
511,insertion sort,8145497,49997
512,insertion sort,7886686,49997
513,insertion sort,7907736,49997
514,insertion sort,7837799,49997
515,insertion sort,7893143,49997
516,insertion sort,7916700,49997
517,insertion sort,7783642,49997
518,insertion sort,7827588,49997
519,insertion sort,7782306,49997
520,insertion sort,7778438,49997
521,insertion sort,7753807,49997
522,insertion sort,7779274,49997
523,insertion sort,7740030,49997
524,insertion sort,7792458,49997
525,insertion sort,7752881,49997
526,insertion sort,7723562,49997
527,insertion sort,7729719,49997
528,insertion sort,7716232,49997
529,insertion sort,7740069,49997
530,insertion sort,7802813,49997
531,insertion sort,8075645,49997
532,insertion sort,7784770,49997
533,insertion sort,7827236,49997
534,insertion sort,7775504,49997
535,insertion sort,7769894,49997
536,insertion sort,7805832,49997
537,insertion sort,7791107,49997
538,insertion sort,7758404,49997
539,insertion sort,7761443,49997
540,insertion sort,7868804,49997
541,insertion sort,7892827,49997
542,insertion sort,7887853,49997
543,insertion sort,7836840,49997
544,insertion sort,7827833,49997
545,insertion sort,7838884,49997
546,insertion sort,7837991,49997
547,insertion sort,7881617,49997
548,insertion sort,7804927,49997
549,insertion sort,7834666,49997
550,insertion sort,7819437,49997
551,insertion sort,7815907,49997
552,insertion sort,7860995,49997
553,insertion sort,7777603,49997
554,insertion sort,7990575,49997
555,insertion sort,8348658,49997
556,insertion sort,8845807,49997
557,insertion sort,7802657,49997
558,insertion sort,7807128,49997
559,insertion sort,7764433,49997
560,insertion sort,7759982,49997
561,insertion sort,7975815,49997
562,insertion sort,7784816,49997
563,insertion sort,7934037,49997
564,insertion sort,7776523,49997
565,insertion sort,7919250,49997
566,insertion sort,7818287,49997
567,insertion sort,7865966,49997
568,insertion sort,7880178,49997
569,insertion sort,7790062,49997
570,insertion sort,7780768,49997
571,insertion sort,7787831,49997
572,insertion sort,7851167,49997
573,insertion sort,7858142,49997
574,insertion sort,7792780,49997
575,insertion sort,7789869,49997
576,insertion sort,7790832,49997
577,insertion sort,7760725,49997
578,insertion sort,7762600,49997
579,insertion sort,7765330,49997
580,insertion sort,7856562,49997
581,insertion sort,7780857,49997
582,insertion sort,7797136,49997
583,insertion sort,7772607,49997
584,insertion sort,7780938,49997
585,insertion sort,7759854,49997
586,insertion sort,7810953,49997
587,insertion sort,7828504,49997
588,insertion sort,7884150,49997
589,insertion sort,7778775,49997
590,insertion sort,7771876,49997
591,insertion sort,7777257,49997
592,insertion sort,7755175,49997
593,insertion sort,7743332,49997
594,insertion sort,7731465,49997
595,insertion sort,7977640,49997
596,insertion sort,7934479,49997
597,insertion sort,7880706,49997
598,insertion sort,7968427,49997
599,insertion sort,7803676,49997
600,insertion sort,7833459,49997
601,insertion sort,7916612,49997
602,insertion sort,7848029,49997
603,insertion sort,8005382,49997
604,insertion sort,7991365,49997
605,insertion sort,7810965,49997
606,insertion sort,7932393,49997
607,insertion sort,7900743,49997
608,insertion sort,7896814,49997
609,insertion sort,7888940,49997
610,insertion sort,7768356,49997
611,insertion sort,7854237,49997
612,insertion sort,8127040,49997
613,insertion sort,8004880,49997
614,insertion sort,7786024,49997
615,insertion sort,7742853,49997
616,insertion sort,7852694,49997
617,insertion sort,8083375,49997
618,insertion sort,7849977,49997
619,insertion sort,7874559,49997
620,insertion sort,7843755,49997
621,insertion sort,7910494,49997
622,insertion sort,7803975,49997
623,insertion sort,7778483,49997
624,insertion sort,7731965,49997
625,insertion sort,7813004,49997
626,insertion sort,7806219,49997
627,insertion sort,7827963,49997
628,insertion sort,7916568,49997
629,insertion sort,7819582,49997
630,insertion sort,7886076,49997
631,insertion sort,7854026,49997
632,insertion sort,7901266,49997
633,insertion sort,7803711,49997
634,insertion sort,7890930,49997
635,insertion sort,7820124,49997
636,insertion sort,7844768,49997
637,insertion sort,7791795,49997
638,insertion sort,7798488,49997
639,insertion sort,7773978,49997
640,insertion sort,7775795,49997
641,insertion sort,7929405,49997
642,insertion sort,7762670,49997
643,insertion sort,7778159,49997
644,insertion sort,7755415,49997
645,insertion sort,7779409,49997
646,insertion sort,7749047,49997
647,insertion sort,7778513,49997
648,insertion sort,7916068,49997
649,insertion sort,7805417,49997
650,insertion sort,7772027,49997
651,insertion sort,7760445,49997
652,insertion sort,7758039,49997
653,insertion sort,7753104,49997
654,insertion sort,7830870,49997
655,insertion sort,7742914,49997
656,insertion sort,7820536,49997
657,insertion sort,7903601,49997
658,insertion sort,7826432,49997
659,insertion sort,7761601,49997
660,insertion sort,7786255,49997
661,insertion sort,7777645,49997
662,insertion sort,7831136,49997
663,insertion sort,7800845,49997
664,insertion sort,7756163,49997
665,insertion sort,7758257,49997
666,insertion sort,7759044,49997
667,insertion sort,7771308,49997
668,insertion sort,7784134,49997
669,insertion sort,7854001,49997
670,insertion sort,7857839,49997
671,insertion sort,7830988,49997
672,insertion sort,7749625,49997
673,insertion sort,7759621,49997
674,insertion sort,7761700,49997
675,insertion sort,7745161,49997
676,insertion sort,7756198,49997
677,insertion sort,7852646,49997
678,insertion sort,7821497,49997
679,insertion sort,7792545,49997
680,insertion sort,7801886,49997
681,insertion sort,7841202,49997
682,insertion sort,7796785,49997
683,insertion sort,7835187,49997
684,insertion sort,7792684,49997
685,insertion sort,7793375,49997
686,insertion sort,7796358,49997
687,insertion sort,7859393,49997
688,insertion sort,7838189,49997
689,insertion sort,7845823,49997
690,insertion sort,7931871,49997
691,insertion sort,7872081,49997
692,insertion sort,7865278,49997
693,insertion sort,7830473,49997
694,insertion sort,7981196,49997
695,insertion sort,7836002,49997
696,insertion sort,7795048,49997
697,insertion sort,7899633,49997
698,insertion sort,7772119,49997
699,insertion sort,7764261,49997
700,insertion sort,7758497,49997
701,insertion sort,7738805,49997
702,insertion sort,7748275,49997
703,insertion sort,7725618,49997
704,insertion sort,7741988,49997
705,insertion sort,7757761,49997
706,insertion sort,7742606,49997
707,insertion sort,7977594,49997
708,insertion sort,7894800,49997
709,insertion sort,7832607,49997
710,insertion sort,7875704,49997
711,insertion sort,7890214,49997
712,insertion sort,7858215,49997
713,insertion sort,7957369,49997
714,insertion sort,8003728,49997
715,insertion sort,7942880,49997
716,insertion sort,7872194,49997
717,insertion sort,7925639,49997
718,insertion sort,7975772,49997
719,insertion sort,7882723,49997
720,insertion sort,7884346,49997
721,insertion sort,7885353,49997
722,insertion sort,7855271,49997
723,insertion sort,7795123,49997
724,insertion sort,7820806,49997
725,insertion sort,7818252,49997
726,insertion sort,7766391,49997
727,insertion sort,7774656,49997
728,insertion sort,7782373,49997
729,insertion sort,7801927,49997
730,insertion sort,7795959,49997
731,insertion sort,7804359,49997
732,insertion sort,7822330,49997
733,insertion sort,7818904,49997
734,insertion sort,7932193,49997
735,insertion sort,7884608,49997
736,insertion sort,7876381,49997
737,insertion sort,7883462,49997
738,insertion sort,7941004,49997
739,insertion sort,7873589,49997
740,insertion sort,7863589,49997
741,insertion sort,7867251,49997
742,insertion sort,7864693,49997
743,insertion sort,7916017,49997
744,insertion sort,7797448,49997
745,insertion sort,7962680,49997
746,insertion sort,7866077,49997
747,insertion sort,7791911,49997
748,insertion sort,7797483,49997
749,insertion sort,7836731,49997
750,insertion sort,7983293,49997
751,insertion sort,8147887,49997
752,insertion sort,8057145,49997
753,insertion sort,7961611,49997
754,insertion sort,8026355,49997
755,insertion sort,7957879,49997
756,insertion sort,7764343,49997
757,insertion sort,7732152,49997
758,insertion sort,7721999,49997
759,insertion sort,7866092,49997
760,insertion sort,7804424,49997
761,insertion sort,7911451,49997
762,insertion sort,7826548,49997
763,insertion sort,7822312,49997
764,insertion sort,8011925,49997
765,insertion sort,7785951,49997
766,insertion sort,7733594,49997
767,insertion sort,7756664,49997
768,insertion sort,7754932,49997
769,insertion sort,7721866,49997
770,insertion sort,7721527,49997
771,insertion sort,7764030,49997
772,insertion sort,7938737,49997
773,insertion sort,7931268,49997
774,insertion sort,7742146,49997
775,insertion sort,7759293,49997
776,insertion sort,7854530,49997
777,insertion sort,7968026,49997
778,insertion sort,7824827,49997
779,insertion sort,7809795,49997
780,insertion sort,7794859,49997
781,insertion sort,7812795,49997
782,insertion sort,7796213,49997
783,insertion sort,7798053,49997
784,insertion sort,7800244,49997
785,insertion sort,7816005,49997
786,insertion sort,7745049,49997
787,insertion sort,7749249,49997
788,insertion sort,7859485,49997
789,insertion sort,7855517,49997
790,insertion sort,7788973,49997
791,insertion sort,7727896,49997
792,insertion sort,7722818,49997
793,insertion sort,7905102,49997
794,insertion sort,8016827,49997
795,insertion sort,7786824,49997
796,insertion sort,7773869,49997
797,insertion sort,7773460,49997
798,insertion sort,7774458,49997
799,insertion sort,7842903,49997
800,insertion sort,7896884,49997
801,insertion sort,7807407,49997
802,insertion sort,7835542,49997
803,insertion sort,7947209,49997
804,insertion sort,8048949,49997
805,insertion sort,8026698,49997
806,insertion sort,7983375,49997
807,insertion sort,7975178,49997
808,insertion sort,7931832,49997
809,insertion sort,8000610,49997
810,insertion sort,7927714,49997
811,insertion sort,7899994,49997
812,insertion sort,7923067,49997
813,insertion sort,7915468,49997
814,insertion sort,7953553,49997
815,insertion sort,9445793,49997
816,insertion sort,7933412,49997
817,insertion sort,7924207,49997
818,insertion sort,7924686,49997
819,insertion sort,7932019,49997
820,insertion sort,7914136,49997
821,insertion sort,7980631,49997
822,insertion sort,7932866,49997
823,insertion sort,7932900,49997
824,insertion sort,7940068,49997
825,insertion sort,7996028,49997
826,insertion sort,7894983,49997
827,insertion sort,7912715,49997
828,insertion sort,7935357,49997
829,insertion sort,7923720,49997
830,insertion sort,7913119,49997
831,insertion sort,7935878,49997
832,insertion sort,7969084,49997
833,insertion sort,7934991,49997
834,insertion sort,7908937,49997
835,insertion sort,7931804,49997
836,insertion sort,7931616,49997
837,insertion sort,7920012,49997
838,insertion sort,7963984,49997
839,insertion sort,7922591,49997
840,insertion sort,7926583,49997
841,insertion sort,7802906,49997
842,insertion sort,7818129,49997
843,insertion sort,7950851,49997
844,insertion sort,7804216,49997
845,insertion sort,7787053,49997
846,insertion sort,7780147,49997
847,insertion sort,7754330,49997
848,insertion sort,7770996,49997
849,insertion sort,7775379,49997
850,insertion sort,7765256,49997
851,insertion sort,7787651,49997
852,insertion sort,7735370,49997
853,insertion sort,7769570,49997
854,insertion sort,7790523,49997
855,insertion sort,7777708,49997
856,insertion sort,7748722,49997
857,insertion sort,7754888,49997
858,insertion sort,7760293,49997
859,insertion sort,7759249,49997
860,insertion sort,7749556,49997
861,insertion sort,7740742,49997
862,insertion sort,7756006,49997
863,insertion sort,7743848,49997
864,insertion sort,7749879,49997
865,insertion sort,7737740,49997
866,insertion sort,7755985,49997
867,insertion sort,7759972,49997
868,insertion sort,7753964,49997
869,insertion sort,7736037,49997
870,insertion sort,7757915,49997
871,insertion sort,7775084,49997
872,insertion sort,7765653,49997
873,insertion sort,7762498,49997
874,insertion sort,7769643,49997
875,insertion sort,7955456,49997
876,insertion sort,7781911,49997
877,insertion sort,7753419,49997
878,insertion sort,7777172,49997
879,insertion sort,7751113,49997
880,insertion sort,7738348,49997
881,insertion sort,7742345,49997
882,insertion sort,7748271,49997
883,insertion sort,7790723,49997
884,insertion sort,7751552,49997
885,insertion sort,7766402,49997
886,insertion sort,7733671,49997
887,insertion sort,7750185,49997
888,insertion sort,7744109,49997
889,insertion sort,7785291,49997
890,insertion sort,7755545,49997
891,insertion sort,7731869,49997
892,insertion sort,7731447,49997
893,insertion sort,7726192,49997
894,insertion sort,7892040,49997
895,insertion sort,8275629,49997
896,insertion sort,8310346,49997
897,insertion sort,8157412,49997
898,insertion sort,8432040,49997
899,insertion sort,8004528,49997
900,insertion sort,7784824,49997
901,insertion sort,7785311,49997
902,insertion sort,7768197,49997
903,insertion sort,7783630,49997
904,insertion sort,7738395,49997
905,insertion sort,7753807,49997
906,insertion sort,7752311,49997
907,insertion sort,7745610,49997
908,insertion sort,7767332,49997
909,insertion sort,7766594,49997
910,insertion sort,7869795,49997
911,insertion sort,7758307,49997
912,insertion sort,7790252,49997
913,insertion sort,7747854,49997
914,insertion sort,8174499,49997
915,insertion sort,7801750,49997
916,insertion sort,7743621,49997
917,insertion sort,7752182,49997
918,insertion sort,7767751,49997
919,insertion sort,7763015,49997
920,insertion sort,7758013,49997
921,insertion sort,7752593,49997
922,insertion sort,7749274,49997
923,insertion sort,7764990,49997
924,insertion sort,7753404,49997
925,insertion sort,7807050,49997
926,insertion sort,7746365,49997
927,insertion sort,7751843,49997
928,insertion sort,7772158,49997
929,insertion sort,7769647,49997
930,insertion sort,7735847,49997
