2test_id,algorithm,time,n_size
263,insertion sort,10735,49997
264,insertion sort,11871,49997
265,insertion sort,10878,49997
266,insertion sort,10659,49997
267,insertion sort,10800,49997
268,insertion sort,10964,49997
269,insertion sort,10943,49997
270,insertion sort,10634,49997
271,insertion sort,10692,49997
272,insertion sort,10749,49997
273,insertion sort,11027,49997
274,insertion sort,10603,49997
275,insertion sort,10714,49997
276,insertion sort,10760,49997
277,insertion sort,10686,49997
278,insertion sort,10599,49997
279,insertion sort,10973,49997
280,insertion sort,11088,49997
281,insertion sort,10782,49997
282,insertion sort,10595,49997
283,insertion sort,11104,49997
284,insertion sort,11689,49997
285,insertion sort,11739,49997
286,insertion sort,11335,49997
287,insertion sort,10596,49997
288,insertion sort,11089,49997
289,insertion sort,11050,49997
290,insertion sort,11278,49997
291,insertion sort,10643,49997
292,insertion sort,11020,49997
293,insertion sort,10648,49997
294,insertion sort,10621,49997
295,insertion sort,10632,49997
296,insertion sort,10657,49997
297,insertion sort,10924,49997
298,insertion sort,10675,49997
299,insertion sort,11259,49997
300,insertion sort,10643,49997
301,insertion sort,11616,49997
302,insertion sort,11473,49997
303,insertion sort,11121,49997
304,insertion sort,10632,49997
305,insertion sort,11089,49997
306,insertion sort,11159,49997
307,insertion sort,11387,49997
308,insertion sort,10771,49997
309,insertion sort,10664,49997
310,insertion sort,11065,49997
311,insertion sort,11509,49997
312,insertion sort,11457,49997
313,insertion sort,10627,49997
314,insertion sort,11027,49997
315,insertion sort,11112,49997
316,insertion sort,11356,49997
317,insertion sort,10973,49997
318,insertion sort,10616,49997
319,insertion sort,11179,49997
320,insertion sort,11185,49997
321,insertion sort,10686,49997
322,insertion sort,10903,49997
323,insertion sort,11446,49997
324,insertion sort,10818,49997
325,insertion sort,10790,49997
326,insertion sort,10683,49997
327,insertion sort,11212,49997
328,insertion sort,11338,49997
329,insertion sort,10826,49997
330,insertion sort,10585,49997
331,insertion sort,11587,49997
332,insertion sort,11157,49997
333,insertion sort,10982,49997
334,insertion sort,10717,49997
335,insertion sort,10609,49997
336,insertion sort,10681,49997
337,insertion sort,10758,49997
338,insertion sort,11223,49997
339,insertion sort,10700,49997
340,insertion sort,11085,49997
341,insertion sort,11270,49997
342,insertion sort,11056,49997
343,insertion sort,10639,49997
344,insertion sort,11202,49997
345,insertion sort,10960,49997
346,insertion sort,10661,49997
347,insertion sort,10603,49997
348,insertion sort,11362,49997
349,insertion sort,10743,49997
350,insertion sort,10687,49997
351,insertion sort,10579,49997
352,insertion sort,10612,49997
353,insertion sort,10823,49997
354,insertion sort,10747,49997
355,insertion sort,10675,49997
356,insertion sort,10916,49997
357,insertion sort,11170,49997
358,insertion sort,11070,49997
359,insertion sort,10929,49997
360,insertion sort,10580,49997
361,insertion sort,10595,49997
362,insertion sort,10744,49997
363,insertion sort,10632,49997
364,insertion sort,11044,49997
365,insertion sort,11436,49997
366,insertion sort,10820,49997
367,insertion sort,10835,49997
368,insertion sort,10576,49997
369,insertion sort,11122,49997
370,insertion sort,11324,49997
371,insertion sort,10725,49997
372,insertion sort,10638,49997
373,insertion sort,11090,49997
374,insertion sort,10675,49997
375,insertion sort,10740,49997
376,insertion sort,10630,49997
377,insertion sort,10966,49997
378,insertion sort,11477,49997
379,insertion sort,11027,49997
380,insertion sort,10622,49997
381,insertion sort,11241,49997
382,insertion sort,11092,49997
383,insertion sort,10637,49997
384,insertion sort,10641,49997
385,insertion sort,10876,49997
386,insertion sort,11447,49997
387,insertion sort,10814,49997
388,insertion sort,10640,49997
389,insertion sort,10750,49997
390,insertion sort,10659,49997
391,insertion sort,11298,49997
392,insertion sort,10731,49997
393,insertion sort,10717,49997
394,insertion sort,11060,49997
395,insertion sort,10865,49997
396,insertion sort,11330,49997
397,insertion sort,10602,49997
398,insertion sort,11273,49997
399,insertion sort,10719,49997
400,insertion sort,10837,49997
401,insertion sort,10611,49997
402,insertion sort,11197,49997
403,insertion sort,10848,49997
404,insertion sort,10975,49997
405,insertion sort,10611,49997
406,insertion sort,11469,49997
407,insertion sort,10854,49997
408,insertion sort,10832,49997
409,insertion sort,10960,49997
410,insertion sort,12025,49997
411,insertion sort,11917,49997
412,insertion sort,11528,49997
413,insertion sort,10768,49997
414,insertion sort,10733,49997
415,insertion sort,10964,49997
416,insertion sort,10656,49997
417,insertion sort,11528,49997
418,insertion sort,10742,49997
419,insertion sort,10640,49997
420,insertion sort,10634,49997
421,insertion sort,10801,49997
422,insertion sort,10749,49997
423,insertion sort,10595,49997
424,insertion sort,11201,49997
425,insertion sort,10855,49997
426,insertion sort,11362,49997
427,insertion sort,10584,49997
428,insertion sort,10708,49997
429,insertion sort,10676,49997
430,insertion sort,11059,49997
431,insertion sort,10610,49997
432,insertion sort,11239,49997
433,insertion sort,12005,49997
434,insertion sort,11306,49997
435,insertion sort,11276,49997
436,insertion sort,10633,49997
437,insertion sort,11313,49997
438,insertion sort,11180,49997
439,insertion sort,10898,49997
440,insertion sort,10700,49997
441,insertion sort,11176,49997
442,insertion sort,11065,49997
443,insertion sort,10781,49997
444,insertion sort,10628,49997
445,insertion sort,10748,49997
446,insertion sort,12034,49997
447,insertion sort,10941,49997
448,insertion sort,11096,49997
449,insertion sort,10609,49997
450,insertion sort,10783,49997
451,insertion sort,11418,49997
452,insertion sort,10959,49997
453,insertion sort,10653,49997
454,insertion sort,11119,49997
455,insertion sort,11891,49997
456,insertion sort,11945,49997
457,insertion sort,11585,49997
458,insertion sort,10685,49997
459,insertion sort,10895,49997
460,insertion sort,11249,49997
461,insertion sort,10653,49997
462,insertion sort,10893,49997
463,insertion sort,10620,49997
464,insertion sort,12019,49997
465,insertion sort,10999,49997
466,insertion sort,11082,49997
467,insertion sort,10619,49997
468,insertion sort,10660,49997
469,insertion sort,11188,49997
470,insertion sort,11170,49997
471,insertion sort,10625,49997
472,insertion sort,10746,49997
473,insertion sort,10655,49997
474,insertion sort,10975,49997
475,insertion sort,10613,49997
476,insertion sort,10775,49997
477,insertion sort,11346,49997
478,insertion sort,11404,49997
479,insertion sort,10843,49997
480,insertion sort,10686,49997
481,insertion sort,11482,49997
482,insertion sort,11352,49997
483,insertion sort,10997,49997
484,insertion sort,10642,49997
485,insertion sort,10976,49997
486,insertion sort,10958,49997
487,insertion sort,11584,49997
488,insertion sort,11127,49997
489,insertion sort,10581,49997
490,insertion sort,10682,49997
491,insertion sort,10785,49997
492,insertion sort,11132,49997
493,insertion sort,10610,49997
494,insertion sort,10648,49997
495,insertion sort,10622,49997
496,insertion sort,10696,49997
497,insertion sort,10963,49997
498,insertion sort,10988,49997
499,insertion sort,11103,49997
500,insertion sort,11406,49997
501,insertion sort,10844,49997
502,insertion sort,11014,49997
503,insertion sort,11277,49997
504,insertion sort,10860,49997
505,insertion sort,10940,49997
506,insertion sort,10672,49997
507,insertion sort,11127,49997
508,insertion sort,10901,49997
509,insertion sort,11419,49997
510,insertion sort,10591,49997
511,insertion sort,11323,49997
512,insertion sort,10955,49997
513,insertion sort,10710,49997
514,insertion sort,10753,49997
515,insertion sort,11261,49997
516,insertion sort,10898,49997
517,insertion sort,11275,49997
518,insertion sort,10599,49997
519,insertion sort,10859,49997
520,insertion sort,10973,49997
521,insertion sort,11458,49997
522,insertion sort,10971,49997
523,insertion sort,10635,49997
524,insertion sort,10945,49997
525,insertion sort,11466,49997
526,insertion sort,11327,49997
527,insertion sort,12401,49997
528,insertion sort,10635,49997
529,insertion sort,10801,49997
530,insertion sort,11094,49997
531,insertion sort,10926,49997
532,insertion sort,11133,49997
533,insertion sort,10933,49997
534,insertion sort,11356,49997
535,insertion sort,10712,49997
536,insertion sort,11234,49997
537,insertion sort,10626,49997
538,insertion sort,11226,49997
539,insertion sort,11610,49997
540,insertion sort,11527,49997
541,insertion sort,11271,49997
542,insertion sort,10622,49997
543,insertion sort,10636,49997
544,insertion sort,10628,49997
545,insertion sort,10711,49997
546,insertion sort,10669,49997
547,insertion sort,10648,49997
548,insertion sort,10716,49997
549,insertion sort,10814,49997
550,insertion sort,11075,49997
551,insertion sort,11514,49997
552,insertion sort,10957,49997
553,insertion sort,10673,49997
554,insertion sort,10616,49997
555,insertion sort,11008,49997
556,insertion sort,10838,49997
557,insertion sort,10922,49997
558,insertion sort,10610,49997
559,insertion sort,11183,49997
560,insertion sort,11019,49997
561,insertion sort,10719,49997
562,insertion sort,11007,49997
563,insertion sort,10656,49997
564,insertion sort,11149,49997
565,insertion sort,11296,49997
566,insertion sort,10989,49997
567,insertion sort,10656,49997
568,insertion sort,10959,49997
569,insertion sort,10974,49997
570,insertion sort,10782,49997
571,insertion sort,10675,49997
572,insertion sort,11242,49997
573,insertion sort,11274,49997
574,insertion sort,11506,49997
575,insertion sort,10821,49997
576,insertion sort,10677,49997
577,insertion sort,11315,49997
578,insertion sort,10747,49997
579,insertion sort,10692,49997
580,insertion sort,10614,49997
581,insertion sort,10909,49997
582,insertion sort,10849,49997
583,insertion sort,10629,49997
584,insertion sort,10584,49997
585,insertion sort,10982,49997
586,insertion sort,11596,49997
587,insertion sort,10928,49997
588,insertion sort,10600,49997
589,insertion sort,11114,49997
590,insertion sort,10967,49997
591,insertion sort,11076,49997
592,insertion sort,10769,49997
593,insertion sort,10600,49997
594,insertion sort,11399,49997
595,insertion sort,10768,49997
596,insertion sort,11152,49997
597,insertion sort,10589,49997
598,insertion sort,10638,49997
599,insertion sort,11839,49997
600,insertion sort,11409,49997
601,insertion sort,11304,49997
602,insertion sort,10701,49997
603,insertion sort,10691,49997
604,insertion sort,10742,49997
605,insertion sort,10913,49997
606,insertion sort,10946,49997
607,insertion sort,11002,49997
608,insertion sort,10610,49997
609,insertion sort,11302,49997
610,insertion sort,11116,49997
611,insertion sort,10934,49997
612,insertion sort,10617,49997
613,insertion sort,10993,49997
614,insertion sort,10978,49997
615,insertion sort,11396,49997
616,insertion sort,10953,49997
617,insertion sort,10676,49997
618,insertion sort,10925,49997
619,insertion sort,10825,49997
620,insertion sort,10760,49997
621,insertion sort,10601,49997
622,insertion sort,10648,49997
623,insertion sort,11592,49997
624,insertion sort,10779,49997
625,insertion sort,10620,49997
626,insertion sort,11101,49997
627,insertion sort,10935,49997
628,insertion sort,10592,49997
629,insertion sort,10601,49997
630,insertion sort,10923,49997
631,insertion sort,11308,49997
632,insertion sort,11222,49997
633,insertion sort,10645,49997
634,insertion sort,11084,49997
635,insertion sort,11197,49997
636,insertion sort,10987,49997
637,insertion sort,10627,49997
638,insertion sort,11057,49997
639,insertion sort,10978,49997
640,insertion sort,11076,49997
641,insertion sort,11528,49997
642,insertion sort,10618,49997
643,insertion sort,10655,49997
644,insertion sort,10715,49997
645,insertion sort,11005,49997
646,insertion sort,10599,49997
647,insertion sort,10773,49997
648,insertion sort,11573,49997
649,insertion sort,11016,49997
650,insertion sort,10620,49997
651,insertion sort,10900,49997
652,insertion sort,11167,49997
653,insertion sort,10641,49997
654,insertion sort,10589,49997
655,insertion sort,10600,49997
656,insertion sort,10614,49997
657,insertion sort,10666,49997
658,insertion sort,11420,49997
659,insertion sort,10704,49997
660,insertion sort,10978,49997
661,insertion sort,10741,49997
662,insertion sort,10619,49997
663,insertion sort,11543,49997
664,insertion sort,11338,49997
665,insertion sort,10657,49997
666,insertion sort,11223,49997
667,insertion sort,10644,49997
668,insertion sort,11455,49997
669,insertion sort,11255,49997
670,insertion sort,11135,49997
671,insertion sort,10586,49997
672,insertion sort,10632,49997
673,insertion sort,11422,49997
674,insertion sort,10695,49997
675,insertion sort,10891,49997
676,insertion sort,10602,49997
677,insertion sort,10843,49997
678,insertion sort,11046,49997
679,insertion sort,10602,49997
680,insertion sort,10922,49997
681,insertion sort,10687,49997
682,insertion sort,11065,49997
683,insertion sort,10595,49997
684,insertion sort,10682,49997
685,insertion sort,10839,49997
686,insertion sort,11236,49997
687,insertion sort,11304,49997
688,insertion sort,10610,49997
689,insertion sort,11220,49997
690,insertion sort,10865,49997
691,insertion sort,10754,49997
692,insertion sort,10601,49997
693,insertion sort,11132,49997
694,insertion sort,11399,49997
695,insertion sort,11469,49997
696,insertion sort,11077,49997
697,insertion sort,10591,49997
698,insertion sort,10675,49997
699,insertion sort,10693,49997
700,insertion sort,10619,49997
701,insertion sort,10635,49997
702,insertion sort,10629,49997
703,insertion sort,10632,49997
704,insertion sort,10611,49997
705,insertion sort,10867,49997
706,insertion sort,10665,49997
707,insertion sort,10633,49997
708,insertion sort,10621,49997
709,insertion sort,10681,49997
710,insertion sort,10910,49997
711,insertion sort,11831,49997
712,insertion sort,10943,49997
713,insertion sort,10887,49997
714,insertion sort,10833,49997
715,insertion sort,11258,49997
716,insertion sort,10873,49997
717,insertion sort,10590,49997
718,insertion sort,10659,49997
719,insertion sort,11283,49997
720,insertion sort,10833,49997
721,insertion sort,10579,49997
722,insertion sort,10626,49997
723,insertion sort,10654,49997
724,insertion sort,11084,49997
725,insertion sort,10698,49997
726,insertion sort,10897,49997
727,insertion sort,10824,49997
728,insertion sort,10647,49997
729,insertion sort,10580,49997
730,insertion sort,10818,49997
731,insertion sort,11510,49997
732,insertion sort,11135,49997
733,insertion sort,10894,49997
734,insertion sort,11194,49997
735,insertion sort,11554,49997
736,insertion sort,11301,49997
737,insertion sort,11422,49997
738,insertion sort,10621,49997
739,insertion sort,10834,49997
740,insertion sort,11236,49997
741,insertion sort,11142,49997
742,insertion sort,11252,49997
743,insertion sort,10625,49997
744,insertion sort,10790,49997
745,insertion sort,11211,49997
746,insertion sort,10807,49997
747,insertion sort,10613,49997
748,insertion sort,11499,49997
749,insertion sort,10891,49997
750,insertion sort,11213,49997
751,insertion sort,11081,49997
752,insertion sort,10659,49997
753,insertion sort,10858,49997
754,insertion sort,10939,49997
755,insertion sort,10860,49997
756,insertion sort,10631,49997
757,insertion sort,10974,49997
758,insertion sort,11155,49997
759,insertion sort,11050,49997
760,insertion sort,10617,49997
761,insertion sort,11163,49997
762,insertion sort,11229,49997
763,insertion sort,10970,49997
764,insertion sort,10723,49997
765,insertion sort,10659,49997
766,insertion sort,10715,49997
767,insertion sort,10660,49997
768,insertion sort,10608,49997
769,insertion sort,10607,49997
770,insertion sort,10737,49997
771,insertion sort,10771,49997
772,insertion sort,10609,49997
773,insertion sort,11075,49997
774,insertion sort,10926,49997
775,insertion sort,11396,49997
776,insertion sort,11092,49997
777,insertion sort,10617,49997
778,insertion sort,10730,49997
779,insertion sort,11112,49997
780,insertion sort,11140,49997
781,insertion sort,11357,49997
782,insertion sort,10588,49997
783,insertion sort,10860,49997
784,insertion sort,10739,49997
785,insertion sort,11126,49997
786,insertion sort,10630,49997
787,insertion sort,10804,49997
788,insertion sort,10654,49997
789,insertion sort,10693,49997
790,insertion sort,10612,49997
791,insertion sort,11233,49997
792,insertion sort,10665,49997
793,insertion sort,11124,49997
794,insertion sort,10603,49997
795,insertion sort,11300,49997
796,insertion sort,10889,49997
797,insertion sort,10946,49997
798,insertion sort,10912,49997
799,insertion sort,11037,49997
800,insertion sort,11093,49997
801,insertion sort,11035,49997
802,insertion sort,10766,49997
803,insertion sort,10739,49997
804,insertion sort,11720,49997
805,insertion sort,10813,49997
806,insertion sort,11095,49997
807,insertion sort,10744,49997
808,insertion sort,11005,49997
809,insertion sort,11630,49997
810,insertion sort,10950,49997
811,insertion sort,11012,49997
812,insertion sort,10961,49997
813,insertion sort,10787,49997
814,insertion sort,11035,49997
815,insertion sort,10824,49997
816,insertion sort,11282,49997
817,insertion sort,11227,49997
818,insertion sort,10741,49997
819,insertion sort,11977,49997
820,insertion sort,10635,49997
821,insertion sort,10770,49997
822,insertion sort,10604,49997
823,insertion sort,10954,49997
824,insertion sort,10736,49997
825,insertion sort,10666,49997
826,insertion sort,11404,49997
827,insertion sort,11891,49997
828,insertion sort,11783,49997
829,insertion sort,11457,49997
830,insertion sort,10618,49997
831,insertion sort,10746,49997
832,insertion sort,10686,49997
833,insertion sort,10833,49997
834,insertion sort,10606,49997
835,insertion sort,11174,49997
836,insertion sort,11123,49997
837,insertion sort,11357,49997
838,insertion sort,10580,49997
839,insertion sort,11485,49997
840,insertion sort,11598,49997
841,insertion sort,10863,49997
842,insertion sort,10604,49997
843,insertion sort,10592,49997
844,insertion sort,10607,49997
845,insertion sort,10866,49997
846,insertion sort,10602,49997
847,insertion sort,10727,49997
848,insertion sort,11225,49997
849,insertion sort,11830,49997
850,insertion sort,11823,49997
851,insertion sort,10919,49997
852,insertion sort,10821,49997
853,insertion sort,11413,49997
854,insertion sort,11261,49997
855,insertion sort,11509,49997
856,insertion sort,11103,49997
857,insertion sort,10656,49997
858,insertion sort,10818,49997
859,insertion sort,11166,49997
860,insertion sort,10600,49997
861,insertion sort,10907,49997
862,insertion sort,10654,49997
863,insertion sort,10689,49997
864,insertion sort,10612,49997
865,insertion sort,10633,49997
866,insertion sort,10669,49997
867,insertion sort,10599,49997
868,insertion sort,10593,49997
869,insertion sort,11002,49997
870,insertion sort,11144,49997
871,insertion sort,10671,49997
872,insertion sort,10620,49997
873,insertion sort,11554,49997
874,insertion sort,11440,49997
875,insertion sort,10926,49997
876,insertion sort,10887,49997
877,insertion sort,10997,49997
878,insertion sort,10696,49997
879,insertion sort,10669,49997
880,insertion sort,10760,49997
881,insertion sort,10622,49997
882,insertion sort,10636,49997
883,insertion sort,10687,49997
884,insertion sort,10624,49997
885,insertion sort,10599,49997
886,insertion sort,11221,49997
887,insertion sort,10663,49997
888,insertion sort,10646,49997
889,insertion sort,10981,49997
890,insertion sort,11370,49997
891,insertion sort,11129,49997
892,insertion sort,10799,49997
893,insertion sort,10587,49997
894,insertion sort,10589,49997
895,insertion sort,10844,49997
896,insertion sort,10629,49997
897,insertion sort,10614,49997
898,insertion sort,11305,49997
899,insertion sort,10830,49997
900,insertion sort,11426,49997
901,insertion sort,10892,49997
902,insertion sort,11032,49997
903,insertion sort,11374,49997
904,insertion sort,10682,49997
905,insertion sort,10592,49997
906,insertion sort,10663,49997
907,insertion sort,10683,49997
908,insertion sort,10713,49997
909,insertion sort,10617,49997
910,insertion sort,11000,49997
911,insertion sort,10709,49997
912,insertion sort,10899,49997
913,insertion sort,10610,49997
914,insertion sort,11088,49997
915,insertion sort,10642,49997
916,insertion sort,10883,49997
917,insertion sort,10610,49997
918,insertion sort,10692,49997
919,insertion sort,10899,49997
920,insertion sort,11500,49997
921,insertion sort,11086,49997
922,insertion sort,10755,49997
923,insertion sort,11122,49997
924,insertion sort,11480,49997
925,insertion sort,10952,49997
926,insertion sort,10628,49997
927,insertion sort,11004,49997
928,insertion sort,10991,49997
929,insertion sort,10688,49997
930,insertion sort,10606,49997
931,insertion sort,11061,49997
932,insertion sort,11245,49997
933,insertion sort,10885,49997
934,insertion sort,10575,49997
935,insertion sort,11156,49997
936,insertion sort,10892,49997
937,insertion sort,10805,49997
938,insertion sort,10676,49997
939,insertion sort,10778,49997
940,insertion sort,11026,49997
941,insertion sort,11325,49997
942,insertion sort,10704,49997
943,insertion sort,10665,49997
944,insertion sort,11386,49997
945,insertion sort,11114,49997
946,insertion sort,11008,49997
947,insertion sort,10610,49997
948,insertion sort,10988,49997
949,insertion sort,11243,49997
950,insertion sort,11507,49997
951,insertion sort,10676,49997
952,insertion sort,10797,49997
953,insertion sort,10626,49997
954,insertion sort,10758,49997
955,insertion sort,10931,49997
956,insertion sort,10655,49997
957,insertion sort,11071,49997
958,insertion sort,10715,49997
959,insertion sort,11554,49997
960,insertion sort,10646,49997
961,insertion sort,10649,49997
962,insertion sort,10960,49997
963,insertion sort,10688,49997
964,insertion sort,10654,49997
965,insertion sort,10717,49997
966,insertion sort,11777,49997
967,insertion sort,11895,49997
968,insertion sort,11257,49997
969,insertion sort,10587,49997
970,insertion sort,10669,49997
971,insertion sort,10605,49997
972,insertion sort,10879,49997
973,insertion sort,10623,49997
974,insertion sort,11598,49997
975,insertion sort,10976,49997
976,insertion sort,10718,49997
977,insertion sort,10638,49997
978,insertion sort,10812,49997
979,insertion sort,10816,49997
980,insertion sort,11538,49997
981,insertion sort,10729,49997
982,insertion sort,10657,49997
983,insertion sort,11310,49997
984,insertion sort,10604,49997
985,insertion sort,10874,49997
986,insertion sort,11156,49997
987,insertion sort,11112,49997
988,insertion sort,10838,49997
989,insertion sort,10587,49997
990,insertion sort,11373,49997
991,insertion sort,11246,49997
992,insertion sort,10649,49997
993,insertion sort,10626,49997
994,insertion sort,11011,49997
995,insertion sort,11047,49997
996,insertion sort,10949,49997
